route,date,daytype,rides
151,03/11/2015,W,17015
152,03/11/2015,W,11308
155,03/11/2015,W,7554
156,03/11/2015,W,8076
157,03/11/2015,W,6624
165,03/11/2015,W,110
169,03/11/2015,W,232
170,03/11/2015,W,388
171,03/11/2015,W,1838
172,03/11/2015,W,3103
18,03/11/2015,W,3388
19,03/11/2015,W,566
192,03/11/2015,W,1054
2,03/11/2015,W,3661
20,03/11/2015,W,19921
201,03/11/2015,W,2128
205,03/11/2015,W,848
206,03/11/2015,W,592
21,03/11/2015,W,10244
22,03/11/2015,W,19346
24,03/11/2015,W,3329
26,03/11/2015,W,3643
28,03/11/2015,W,7794
29,03/11/2015,W,14755
3,03/11/2015,W,22122
30,03/11/2015,W,4174
34,03/11/2015,W,5904
35,03/11/2015,W,5716
36,03/11/2015,W,14153
37,03/11/2015,W,1863
39,03/11/2015,W,2090
4,03/11/2015,W,23481
43,03/11/2015,W,1992
44,03/11/2015,W,4658
47,03/11/2015,W,10657
48,03/11/2015,W,1311
49,03/11/2015,W,25041
49B,03/11/2015,W,5713
5,03/11/2015,W,456
50,03/11/2015,W,10734
51,03/11/2015,W,1731
52,03/11/2015,W,13396
52A,03/11/2015,W,5125
53,03/11/2015,W,21702
53A,03/11/2015,W,9137
54,03/11/2015,W,11492
54A,03/11/2015,W,898
54B,03/11/2015,W,3579
55,03/11/2015,W,12091
55A,03/11/2015,W,290
55N,03/11/2015,W,660
56,03/11/2015,W,10462
57,03/11/2015,W,5376
59,03/11/2015,W,4315
6,03/11/2015,W,11362
60,03/11/2015,W,11722
62,03/11/2015,W,11562
62H,03/11/2015,W,982
63,03/11/2015,W,18579
63W,03/11/2015,W,1461
65,03/11/2015,W,8861
66,03/11/2015,W,25639
67,03/11/2015,W,13551
68,03/11/2015,W,1418
7,03/11/2015,W,7006
70,03/11/2015,W,10600
71,03/11/2015,W,9618
72,03/11/2015,W,16669
73,03/11/2015,W,4819
74,03/11/2015,W,13207
75,03/11/2015,W,8203
76,03/11/2015,W,12624
77,03/11/2015,W,22508
78,03/11/2015,W,9654
79,03/11/2015,W,29247
8,03/11/2015,W,25025
80,03/11/2015,W,13926
81,03/11/2015,W,12608
81W,03/11/2015,W,1770
82,03/11/2015,W,21628
84,03/11/2015,W,4411
85,03/11/2015,W,11614
85A,03/11/2015,W,949
86,03/11/2015,W,3618
87,03/11/2015,W,14575
88,03/11/2015,W,1212
8A,03/11/2015,W,3490
9,03/11/2015,W,29793
90,03/11/2015,W,5295
91,03/11/2015,W,7687
92,03/11/2015,W,7581
93,03/11/2015,W,3883
94,03/11/2015,W,9986
95E,03/11/2015,W,4259
95W,03/11/2015,W,2565
96,03/11/2015,W,984
97,03/11/2015,W,3312
J14,03/11/2015,W,12497
X98,03/11/2015,W,12
1,03/12/2015,W,2186
100,03/12/2015,W,758
1001,03/12/2015,W,44
103,03/12/2015,W,3084
106,03/12/2015,W,2156
108,03/12/2015,W,1521
11,03/12/2015,W,1753
111,03/12/2015,W,4498
111A,03/12/2015,W,264
112,03/12/2015,W,2820
115,03/12/2015,W,4796
119,03/12/2015,W,5113
12,03/12/2015,W,15308
120,03/12/2015,W,1051
121,03/12/2015,W,1520
124,03/12/2015,W,766
125,03/12/2015,W,1562
126,03/12/2015,W,6810
132,03/12/2015,W,287
134,03/12/2015,W,3090
135,03/12/2015,W,3909
136,03/12/2015,W,1932
143,03/12/2015,W,2035
146,03/12/2015,W,14507
147,03/12/2015,W,14536
148,03/12/2015,W,2852
15,03/12/2015,W,8368
151,03/12/2015,W,17270
152,03/12/2015,W,11528
155,03/12/2015,W,8020
156,03/12/2015,W,7982
157,03/12/2015,W,6822
165,03/12/2015,W,107
169,03/12/2015,W,210
170,03/12/2015,W,327
171,03/12/2015,W,1779
172,03/12/2015,W,2216
18,03/12/2015,W,3376
19,03/12/2015,W,1539
192,03/12/2015,W,860
2,03/12/2015,W,3662
20,03/12/2015,W,20273
201,03/12/2015,W,1895
205,03/12/2015,W,1025
206,03/12/2015,W,797
21,03/12/2015,W,10211
22,03/12/2015,W,19770
24,03/12/2015,W,3165
26,03/12/2015,W,3482
28,03/12/2015,W,7961
29,03/12/2015,W,14434
3,03/12/2015,W,22855
30,03/12/2015,W,3967
34,03/12/2015,W,5842
35,03/12/2015,W,5824
36,03/12/2015,W,13999
37,03/12/2015,W,1872
39,03/12/2015,W,2185
4,03/12/2015,W,23042
43,03/12/2015,W,1713
44,03/12/2015,W,4440
47,03/12/2015,W,10880
48,03/12/2015,W,1319
49,03/12/2015,W,25205
49B,03/12/2015,W,5934
5,03/12/2015,W,496
50,03/12/2015,W,10477
51,03/12/2015,W,1681
52,03/12/2015,W,13360
52A,03/12/2015,W,4921
53,03/12/2015,W,20631
53A,03/12/2015,W,9070
54,03/12/2015,W,11703
54A,03/12/2015,W,957
54B,03/12/2015,W,3448
55,03/12/2015,W,11717
55A,03/12/2015,W,205
55N,03/12/2015,W,701
56,03/12/2015,W,10449
57,03/12/2015,W,4986
59,03/12/2015,W,4308
6,03/12/2015,W,11852
60,03/12/2015,W,11725
62,03/12/2015,W,11925
62H,03/12/2015,W,889
63,03/12/2015,W,18033
63W,03/12/2015,W,1479
65,03/12/2015,W,8645
66,03/12/2015,W,24363
67,03/12/2015,W,13304
68,03/12/2015,W,1403
7,03/12/2015,W,6914
70,03/12/2015,W,10292
71,03/12/2015,W,9347
72,03/12/2015,W,16620
73,03/12/2015,W,4724
74,03/12/2015,W,13494
75,03/12/2015,W,8002
76,03/12/2015,W,12880
77,03/12/2015,W,23846
78,03/12/2015,W,9511
79,03/12/2015,W,29262
8,03/12/2015,W,25366
80,03/12/2015,W,13836
81,03/12/2015,W,13061
81W,03/12/2015,W,1706
82,03/12/2015,W,21993
84,03/12/2015,W,4532
85,03/12/2015,W,11594
85A,03/12/2015,W,903
86,03/12/2015,W,3338
87,03/12/2015,W,14589
88,03/12/2015,W,1340
8A,03/12/2015,W,3267
9,03/12/2015,W,30065
90,03/12/2015,W,5326
91,03/12/2015,W,7850
92,03/12/2015,W,7437
93,03/12/2015,W,3963
94,03/12/2015,W,10633
95E,03/12/2015,W,4399
95W,03/12/2015,W,2680
96,03/12/2015,W,973
97,03/12/2015,W,2898
J14,03/12/2015,W,12448
X98,03/12/2015,W,13
1,03/13/2015,W,2053
100,03/13/2015,W,846
1001,03/13/2015,W,50
103,03/13/2015,W,3039
106,03/13/2015,W,1605
108,03/13/2015,W,1309
11,03/13/2015,W,1862
111,03/13/2015,W,4367
111A,03/13/2015,W,230
112,03/13/2015,W,2624
115,03/13/2015,W,4571
119,03/13/2015,W,5078
12,03/13/2015,W,15459
120,03/13/2015,W,851
121,03/13/2015,W,1311
124,03/13/2015,W,844
125,03/13/2015,W,1440
126,03/13/2015,W,6576
132,03/13/2015,W,199
134,03/13/2015,W,3112
135,03/13/2015,W,3123
136,03/13/2015,W,1754
143,03/13/2015,W,1798
146,03/13/2015,W,14387
147,03/13/2015,W,14759
148,03/13/2015,W,2501
15,03/13/2015,W,8447
151,03/13/2015,W,17999
152,03/13/2015,W,11106
155,03/13/2015,W,7865
156,03/13/2015,W,6702
157,03/13/2015,W,6004
165,03/13/2015,W,118
169,03/13/2015,W,126
170,03/13/2015,W,343
171,03/13/2015,W,1023
172,03/13/2015,W,1932
18,03/13/2015,W,3068
19,03/13/2015,W,2443
192,03/13/2015,W,841
2,03/13/2015,W,3486
20,03/13/2015,W,19596
201,03/13/2015,W,1865
205,03/13/2015,W,896
206,03/13/2015,W,871
21,03/13/2015,W,10312
22,03/13/2015,W,19258
24,03/13/2015,W,3046
26,03/13/2015,W,3205
28,03/13/2015,W,7700
29,03/13/2015,W,14919
3,03/13/2015,W,22075
30,03/13/2015,W,4075
34,03/13/2015,W,6111
35,03/13/2015,W,5831
36,03/13/2015,W,14192
37,03/13/2015,W,1824
39,03/13/2015,W,2079
4,03/13/2015,W,24039
43,03/13/2015,W,2041
44,03/13/2015,W,4236
47,03/13/2015,W,10940
48,03/13/2015,W,1359
49,03/13/2015,W,25460
49B,03/13/2015,W,5877
5,03/13/2015,W,441
50,03/13/2015,W,10170
51,03/13/2015,W,1744
52,03/13/2015,W,13915
52A,03/13/2015,W,5009
53,03/13/2015,W,22749
53A,03/13/2015,W,8527
54,03/13/2015,W,12504
54A,03/13/2015,W,751
54B,03/13/2015,W,3887
55,03/13/2015,W,12390
55A,03/13/2015,W,253
55N,03/13/2015,W,589
56,03/13/2015,W,10547
57,03/13/2015,W,5219
59,03/13/2015,W,4199
6,03/13/2015,W,11295
60,03/13/2015,W,11815
62,03/13/2015,W,11423
62H,03/13/2015,W,986
63,03/13/2015,W,18357
63W,03/13/2015,W,1383
65,03/13/2015,W,8926
66,03/13/2015,W,25137
67,03/13/2015,W,14482
68,03/13/2015,W,1322
7,03/13/2015,W,6396
70,03/13/2015,W,10302
71,03/13/2015,W,9909
72,03/13/2015,W,17117
73,03/13/2015,W,5026
74,03/13/2015,W,13388
75,03/13/2015,W,8534
76,03/13/2015,W,12896
77,03/13/2015,W,22894
78,03/13/2015,W,8155
79,03/13/2015,W,30606
8,03/13/2015,W,25058
80,03/13/2015,W,13808
81,03/13/2015,W,12472
81W,03/13/2015,W,1623
82,03/13/2015,W,20604
84,03/13/2015,W,4243
85,03/13/2015,W,12127
85A,03/13/2015,W,972
86,03/13/2015,W,2771
87,03/13/2015,W,15380
88,03/13/2015,W,1225
8A,03/13/2015,W,3654
9,03/13/2015,W,30656
90,03/13/2015,W,5391
91,03/13/2015,W,7691
92,03/13/2015,W,7340
93,03/13/2015,W,3901
94,03/13/2015,W,10182
95E,03/13/2015,W,4428
95W,03/13/2015,W,2747
96,03/13/2015,W,934
97,03/13/2015,W,3477
J14,03/13/2015,W,11695
X98,03/13/2015,W,14
1,03/14/2015,A,182
10,03/14/2015,A,616
1001,03/14/2015,A,52
103,03/14/2015,A,1271
106,03/14/2015,A,605
11,03/14/2015,A,1126
111,03/14/2015,A,2517
111A,03/14/2015,A,210
112,03/14/2015,A,1279
115,03/14/2015,A,2543
119,03/14/2015,A,3832
12,03/14/2015,A,8859
124,03/14/2015,A,1437
126,03/14/2015,A,3511
146,03/14/2015,A,12998
147,03/14/2015,A,12769
15,03/14/2015,A,5824
151,03/14/2015,A,18893
152,03/14/2015,A,5841
155,03/14/2015,A,6346
169,03/14/2015,A,33
171,03/14/2015,A,560
172,03/14/2015,A,417
18,03/14/2015,A,2527
19,03/14/2015,A,1451
20,03/14/2015,A,10838
201,03/14/2015,A,1225
21,03/14/2015,A,8432
22,03/14/2015,A,15552
28,03/14/2015,A,3831
29,03/14/2015,A,10187
3,03/14/2015,A,14869
30,03/14/2015,A,2424
34,03/14/2015,A,3825
35,03/14/2015,A,3263
36,03/14/2015,A,15193
39,03/14/2015,A,344
4,03/14/2015,A,14935
43,03/14/2015,A,890
44,03/14/2015,A,1939
47,03/14/2015,A,8002
49,03/14/2015,A,16807
49B,03/14/2015,A,4058
5,03/14/2015,A,614
50,03/14/2015,A,5838
51,03/14/2015,A,1200
52,03/14/2015,A,8558
52A,03/14/2015,A,2586
53,03/14/2015,A,14041
53A,03/14/2015,A,4104
54,03/14/2015,A,8743
54B,03/14/2015,A,3472
55,03/14/2015,A,8321
55N,03/14/2015,A,260
56,03/14/2015,A,6711
57,03/14/2015,A,2832
59,03/14/2015,A,2460
6,03/14/2015,A,10799
60,03/14/2015,A,6700
62,03/14/2015,A,7483
62H,03/14/2015,A,575
63,03/14/2015,A,12076
63W,03/14/2015,A,703
65,03/14/2015,A,5994
66,03/14/2015,A,15982
67,03/14/2015,A,9700
68,03/14/2015,A,715
70,03/14/2015,A,7102
71,03/14/2015,A,7081
72,03/14/2015,A,13574
73,03/14/2015,A,2253
74,03/14/2015,A,10177
75,03/14/2015,A,5826
76,03/14/2015,A,7975
77,03/14/2015,A,16228
78,03/14/2015,A,5958
79,03/14/2015,A,20077
8,03/14/2015,A,14914
80,03/14/2015,A,10473
81,03/14/2015,A,9971
81W,03/14/2015,A,1089
82,03/14/2015,A,12650
84,03/14/2015,A,2385
85,03/14/2015,A,7500
85A,03/14/2015,A,414
87,03/14/2015,A,10303
88,03/14/2015,A,634
8A,03/14/2015,A,2592
9,03/14/2015,A,22214
90,03/14/2015,A,4216
91,03/14/2015,A,4736
92,03/14/2015,A,4585
93,03/14/2015,A,1616
94,03/14/2015,A,5261
95E,03/14/2015,A,2650
95W,03/14/2015,A,2271
97,03/14/2015,A,2206
J14,03/14/2015,A,6736
1,03/15/2015,U,58
10,03/15/2015,U,611
1001,03/15/2015,U,1620
103,03/15/2015,U,1259
106,03/15/2015,U,325
11,03/15/2015,U,800
111,03/15/2015,U,2187
111A,03/15/2015,U,97
112,03/15/2015,U,754
115,03/15/2015,U,2032
119,03/15/2015,U,2908
12,03/15/2015,U,7841
124,03/15/2015,U,741
126,03/15/2015,U,2708
146,03/15/2015,U,9472
147,03/15/2015,U,8046
15,03/15/2015,U,4095
151,03/15/2015,U,12310
152,03/15/2015,U,3391
155,03/15/2015,U,4656
171,03/15/2015,U,462
172,03/15/2015,U,498
18,03/15/2015,U,2136
19,03/15/2015,U,763
20,03/15/2015,U,8275
21,03/15/2015,U,5428
22,03/15/2015,U,13404
28,03/15/2015,U,2879
29,03/15/2015,U,8099
3,03/15/2015,U,10208
30,03/15/2015,U,866
34,03/15/2015,U,2972
35,03/15/2015,U,2364
36,03/15/2015,U,12315
39,03/15/2015,U,291
4,03/15/2015,U,11433
43,03/15/2015,U,540
44,03/15/2015,U,1282
47,03/15/2015,U,5653
49,03/15/2015,U,12220
49B,03/15/2015,U,3026
5,03/15/2015,U,505
50,03/15/2015,U,3990
51,03/15/2015,U,878
52,03/15/2015,U,5721
52A,03/15/2015,U,1806
53,03/15/2015,U,9304
53A,03/15/2015,U,2621
54,03/15/2015,U,6449
54B,03/15/2015,U,2158
55,03/15/2015,U,6779
56,03/15/2015,U,4224
57,03/15/2015,U,1853
6,03/15/2015,U,7830
60,03/15/2015,U,4879
62,03/15/2015,U,4957
63,03/15/2015,U,8948
63W,03/15/2015,U,458
65,03/15/2015,U,3520
66,03/15/2015,U,11665
67,03/15/2015,U,6864
68,03/15/2015,U,389
70,03/15/2015,U,5096
71,03/15/2015,U,5388
72,03/15/2015,U,9077
73,03/15/2015,U,1472
74,03/15/2015,U,7359
75,03/15/2015,U,4381
76,03/15/2015,U,5277
77,03/15/2015,U,10780
78,03/15/2015,U,3700
79,03/15/2015,U,16197
8,03/15/2015,U,10376
80,03/15/2015,U,6907
81,03/15/2015,U,7595
81W,03/15/2015,U,620
82,03/15/2015,U,9219
84,03/15/2015,U,1483
85,03/15/2015,U,5304
87,03/15/2015,U,6817
88,03/15/2015,U,406
8A,03/15/2015,U,1849
9,03/15/2015,U,14903
90,03/15/2015,U,2578
91,03/15/2015,U,3029
92,03/15/2015,U,2791
94,03/15/2015,U,3921
95E,03/15/2015,U,2068
95W,03/15/2015,U,2257
97,03/15/2015,U,1619
J14,03/15/2015,U,4305
1,03/16/2015,W,2018
100,03/16/2015,W,806
1001,03/16/2015,W,3
103,03/16/2015,W,3122
106,03/16/2015,W,2193
108,03/16/2015,W,1591
11,03/16/2015,W,1902
111,03/16/2015,W,4292
111A,03/16/2015,W,233
112,03/16/2015,W,2701
115,03/16/2015,W,4530
119,03/16/2015,W,5109
12,03/16/2015,W,15526
120,03/16/2015,W,949
121,03/16/2015,W,1400
124,03/16/2015,W,1238
125,03/16/2015,W,1562
126,03/16/2015,W,7054
132,03/16/2015,W,298
134,03/16/2015,W,3153
135,03/16/2015,W,3766
136,03/16/2015,W,2096
143,03/16/2015,W,2053
146,03/16/2015,W,14646
147,03/16/2015,W,14338
148,03/16/2015,W,2687
15,03/16/2015,W,8320
151,03/16/2015,W,17867
152,03/16/2015,W,11181
155,03/16/2015,W,7690
156,03/16/2015,W,7339
157,03/16/2015,W,5850
165,03/16/2015,W,90
169,03/16/2015,W,194
170,03/16/2015,W,329
171,03/16/2015,W,1347
172,03/16/2015,W,1782
18,03/16/2015,W,3316
192,03/16/2015,W,855
2,03/16/2015,W,3531
20,03/16/2015,W,18607
201,03/16/2015,W,1816
205,03/16/2015,W,1013
206,03/16/2015,W,990
21,03/16/2015,W,9523
22,03/16/2015,W,19754
24,03/16/2015,W,3362
26,03/16/2015,W,3379
28,03/16/2015,W,7977
29,03/16/2015,W,15365
3,03/16/2015,W,21759
30,03/16/2015,W,4186
34,03/16/2015,W,5506
35,03/16/2015,W,5749
36,03/16/2015,W,14570
37,03/16/2015,W,1798
39,03/16/2015,W,2106
4,03/16/2015,W,23396
43,03/16/2015,W,1928
44,03/16/2015,W,4487
47,03/16/2015,W,10271
48,03/16/2015,W,1452
49,03/16/2015,W,25224
49B,03/16/2015,W,5852
5,03/16/2015,W,371
50,03/16/2015,W,9801
51,03/16/2015,W,1648
52,03/16/2015,W,13118
52A,03/16/2015,W,5004
53,03/16/2015,W,22133
53A,03/16/2015,W,9327
54,03/16/2015,W,11269
54A,03/16/2015,W,836
54B,03/16/2015,W,3449
55,03/16/2015,W,11596
55A,03/16/2015,W,313
55N,03/16/2015,W,614
56,03/16/2015,W,9848
57,03/16/2015,W,4975
59,03/16/2015,W,4124
6,03/16/2015,W,11056
60,03/16/2015,W,11349
62,03/16/2015,W,10914
62H,03/16/2015,W,1022
63,03/16/2015,W,17519
63W,03/16/2015,W,1352
65,03/16/2015,W,8578
66,03/16/2015,W,25063
67,03/16/2015,W,13800
68,03/16/2015,W,1390
7,03/16/2015,W,6574
70,03/16/2015,W,10129
71,03/16/2015,W,8998
72,03/16/2015,W,16157
73,03/16/2015,W,5175
74,03/16/2015,W,13178
75,03/16/2015,W,8427
76,03/16/2015,W,12544
77,03/16/2015,W,22969
78,03/16/2015,W,9382
79,03/16/2015,W,28714
8,03/16/2015,W,24239
80,03/16/2015,W,13286
81,03/16/2015,W,12652
81W,03/16/2015,W,1774
82,03/16/2015,W,19762
84,03/16/2015,W,4481
85,03/16/2015,W,11274
85A,03/16/2015,W,910
86,03/16/2015,W,3028
87,03/16/2015,W,14604
88,03/16/2015,W,1167
8A,03/16/2015,W,3622
9,03/16/2015,W,29593
90,03/16/2015,W,5283
91,03/16/2015,W,7696
92,03/16/2015,W,7083
93,03/16/2015,W,3802
94,03/16/2015,W,10005
95E,03/16/2015,W,4144
95W,03/16/2015,W,2783
96,03/16/2015,W,965
97,03/16/2015,W,3408
J14,03/16/2015,W,12743
X98,03/16/2015,W,20
1,03/17/2015,W,2335
100,03/17/2015,W,783
1001,03/17/2015,W,3
103,03/17/2015,W,2991
106,03/17/2015,W,1956
108,03/17/2015,W,1433
11,03/17/2015,W,1864
111,03/17/2015,W,4220
111A,03/17/2015,W,220
112,03/17/2015,W,2715
115,03/17/2015,W,4196
119,03/17/2015,W,5050
12,03/17/2015,W,14763
120,03/17/2015,W,1188
121,03/17/2015,W,1689
124,03/17/2015,W,1159
125,03/17/2015,W,1692
126,03/17/2015,W,6983
132,03/17/2015,W,329
134,03/17/2015,W,3548
135,03/17/2015,W,3933
136,03/17/2015,W,2161
143,03/17/2015,W,2032
146,03/17/2015,W,15577
147,03/17/2015,W,14687
148,03/17/2015,W,2711
15,03/17/2015,W,8041
151,03/17/2015,W,18105
152,03/17/2015,W,11175
155,03/17/2015,W,6626
156,03/17/2015,W,8483
157,03/17/2015,W,6920
165,03/17/2015,W,87
169,03/17/2015,W,265
170,03/17/2015,W,411
171,03/17/2015,W,1973
172,03/17/2015,W,2005
18,03/17/2015,W,3517
19,03/17/2015,W,444
192,03/17/2015,W,1092
2,03/17/2015,W,3639
20,03/17/2015,W,18913
201,03/17/2015,W,1925
205,03/17/2015,W,2119
206,03/17/2015,W,1018
21,03/17/2015,W,9371
22,03/17/2015,W,19953
24,03/17/2015,W,3135
26,03/17/2015,W,3380
28,03/17/2015,W,7727
29,03/17/2015,W,14305
3,03/17/2015,W,20765
30,03/17/2015,W,3952
34,03/17/2015,W,5416
35,03/17/2015,W,5326
36,03/17/2015,W,14027
37,03/17/2015,W,1894
39,03/17/2015,W,2061
4,03/17/2015,W,22571
43,03/17/2015,W,1803
44,03/17/2015,W,4318
47,03/17/2015,W,9971
48,03/17/2015,W,1288
49,03/17/2015,W,24595
49B,03/17/2015,W,5858
5,03/17/2015,W,414
50,03/17/2015,W,10694
51,03/17/2015,W,1709
52,03/17/2015,W,13393
52A,03/17/2015,W,4965
53,03/17/2015,W,20617
53A,03/17/2015,W,9319
54,03/17/2015,W,11375
54A,03/17/2015,W,905
54B,03/17/2015,W,3305
55,03/17/2015,W,10936
55A,03/17/2015,W,291
55N,03/17/2015,W,588
56,03/17/2015,W,9988
57,03/17/2015,W,5176
59,03/17/2015,W,4081
6,03/17/2015,W,11435
60,03/17/2015,W,11467
62,03/17/2015,W,11876
62H,03/17/2015,W,1000
63,03/17/2015,W,17543
63W,03/17/2015,W,1525
65,03/17/2015,W,8906
66,03/17/2015,W,25383
67,03/17/2015,W,12970
68,03/17/2015,W,1345
7,03/17/2015,W,7028
70,03/17/2015,W,10385
71,03/17/2015,W,8982
72,03/17/2015,W,15850
73,03/17/2015,W,4898
74,03/17/2015,W,13241
75,03/17/2015,W,7611
76,03/17/2015,W,12953
77,03/17/2015,W,23357
78,03/17/2015,W,9516
79,03/17/2015,W,27558
8,03/17/2015,W,24675
80,03/17/2015,W,13557
81,03/17/2015,W,12856
81W,03/17/2015,W,1748
82,03/17/2015,W,19600
84,03/17/2015,W,4273
85,03/17/2015,W,11227
85A,03/17/2015,W,981
86,03/17/2015,W,3161
87,03/17/2015,W,14045
88,03/17/2015,W,1373
8A,03/17/2015,W,3594
9,03/17/2015,W,28813
90,03/17/2015,W,5070
91,03/17/2015,W,7715
92,03/17/2015,W,7223
93,03/17/2015,W,3738
94,03/17/2015,W,10131
95E,03/17/2015,W,3996
95W,03/17/2015,W,2269
96,03/17/2015,W,968
97,03/17/2015,W,3353
J14,03/17/2015,W,12016
X98,03/17/2015,W,18
1,03/18/2015,W,2323
100,03/18/2015,W,849
103,03/18/2015,W,3218
106,03/18/2015,W,2067
108,03/18/2015,W,1521
11,03/18/2015,W,1769
111,03/18/2015,W,4029
111A,03/18/2015,W,193
112,03/18/2015,W,2602
115,03/18/2015,W,3958
119,03/18/2015,W,4481
12,03/18/2015,W,14905
120,03/18/2015,W,1148
121,03/18/2015,W,1521
124,03/18/2015,W,1192
125,03/18/2015,W,1665
126,03/18/2015,W,6975
132,03/18/2015,W,306
134,03/18/2015,W,3275
135,03/18/2015,W,3830
136,03/18/2015,W,2097
143,03/18/2015,W,2018
146,03/18/2015,W,15524
147,03/18/2015,W,15032
148,03/18/2015,W,2775
15,03/18/2015,W,8293
151,03/18/2015,W,17363
152,03/18/2015,W,11081
155,03/18/2015,W,7563
156,03/18/2015,W,8271
157,03/18/2015,W,6881
165,03/18/2015,W,118
169,03/18/2015,W,218
170,03/18/2015,W,389
171,03/18/2015,W,1590
172,03/18/2015,W,2054
18,03/18/2015,W,3592
19,03/18/2015,W,464
192,03/18/2015,W,906
2,03/18/2015,W,3531
20,03/18/2015,W,19783
201,03/18/2015,W,1945
205,03/18/2015,W,1001
206,03/18/2015,W,969
21,03/18/2015,W,9676
22,03/18/2015,W,20179
24,03/18/2015,W,3022
26,03/18/2015,W,3852
28,03/18/2015,W,7950
29,03/18/2015,W,14638
3,03/18/2015,W,20741
30,03/18/2015,W,4064
34,03/18/2015,W,5449
35,03/18/2015,W,5604
36,03/18/2015,W,13974
37,03/18/2015,W,1932
39,03/18/2015,W,2139
4,03/18/2015,W,22639
43,03/18/2015,W,1929
44,03/18/2015,W,4424
47,03/18/2015,W,10428
48,03/18/2015,W,1483
49,03/18/2015,W,24886
49B,03/18/2015,W,5737
5,03/18/2015,W,453
50,03/18/2015,W,10570
51,03/18/2015,W,1798
52,03/18/2015,W,13323
52A,03/18/2015,W,4914
53,03/18/2015,W,20667
53A,03/18/2015,W,8946
54,03/18/2015,W,11365
54A,03/18/2015,W,895
54B,03/18/2015,W,3313
55,03/18/2015,W,11508
55A,03/18/2015,W,330
55N,03/18/2015,W,617
56,03/18/2015,W,10136
57,03/18/2015,W,5219
59,03/18/2015,W,4242
6,03/18/2015,W,11431
60,03/18/2015,W,11496
62,03/18/2015,W,11330
62H,03/18/2015,W,968
63,03/18/2015,W,18014
63W,03/18/2015,W,1308
65,03/18/2015,W,9035
66,03/18/2015,W,25498
67,03/18/2015,W,11956
68,03/18/2015,W,1280
7,03/18/2015,W,6789
70,03/18/2015,W,10156
71,03/18/2015,W,9376
72,03/18/2015,W,16171
73,03/18/2015,W,5156
74,03/18/2015,W,13234
75,03/18/2015,W,8166
76,03/18/2015,W,13028
77,03/18/2015,W,23703
78,03/18/2015,W,9499
79,03/18/2015,W,28752
8,03/18/2015,W,24864
80,03/18/2015,W,13985
81,03/18/2015,W,12132
81W,03/18/2015,W,1648
82,03/18/2015,W,19738
84,03/18/2015,W,4489
85,03/18/2015,W,11554
85A,03/18/2015,W,935
86,03/18/2015,W,3489
87,03/18/2015,W,13850
88,03/18/2015,W,1275
8A,03/18/2015,W,3581
9,03/18/2015,W,28277
90,03/18/2015,W,5253
91,03/18/2015,W,7555
92,03/18/2015,W,7263
93,03/18/2015,W,3898
94,03/18/2015,W,10187
95E,03/18/2015,W,4184
95W,03/18/2015,W,2619
96,03/18/2015,W,968
97,03/18/2015,W,3330
J14,03/18/2015,W,12316
X98,03/18/2015,W,1
1,03/19/2015,W,2103
100,03/19/2015,W,754
103,03/19/2015,W,3024
106,03/19/2015,W,2109
108,03/19/2015,W,1264
11,03/19/2015,W,1769
111,03/19/2015,W,4522
111A,03/19/2015,W,187
112,03/19/2015,W,2788
115,03/19/2015,W,4444
119,03/19/2015,W,4791
12,03/19/2015,W,15023
120,03/19/2015,W,1080
121,03/19/2015,W,1344
124,03/19/2015,W,1149
125,03/19/2015,W,1538
126,03/19/2015,W,6683
132,03/19/2015,W,301
134,03/19/2015,W,3211
135,03/19/2015,W,3863
136,03/19/2015,W,1963
143,03/19/2015,W,1968
146,03/19/2015,W,15966
147,03/19/2015,W,14541
148,03/19/2015,W,2576
15,03/19/2015,W,7935
151,03/19/2015,W,17723
152,03/19/2015,W,11036
155,03/19/2015,W,7573
156,03/19/2015,W,7643
157,03/19/2015,W,6445
165,03/19/2015,W,70
169,03/19/2015,W,241
170,03/19/2015,W,425
171,03/19/2015,W,1406
172,03/19/2015,W,1945
18,03/19/2015,W,3369
19,03/19/2015,W,341
192,03/19/2015,W,898
2,03/19/2015,W,3540
20,03/19/2015,W,19427
201,03/19/2015,W,1854
205,03/19/2015,W,1039
206,03/19/2015,W,1067
21,03/19/2015,W,9585
22,03/19/2015,W,19479
24,03/19/2015,W,3371
26,03/19/2015,W,3697
28,03/19/2015,W,7679
29,03/19/2015,W,14611
3,03/19/2015,W,20843
30,03/19/2015,W,4048
34,03/19/2015,W,5504
35,03/19/2015,W,5687
36,03/19/2015,W,13824
37,03/19/2015,W,1806
39,03/19/2015,W,2180
4,03/19/2015,W,22515
43,03/19/2015,W,1870
44,03/19/2015,W,4257
47,03/19/2015,W,10605
48,03/19/2015,W,1416
49,03/19/2015,W,23962
49B,03/19/2015,W,5862
5,03/19/2015,W,498
50,03/19/2015,W,10338
51,03/19/2015,W,1709
52,03/19/2015,W,13144
52A,03/19/2015,W,4601
53,03/19/2015,W,21072
53A,03/19/2015,W,9347
54,03/19/2015,W,11687
54A,03/19/2015,W,915
54B,03/19/2015,W,3285
55,03/19/2015,W,11242
55A,03/19/2015,W,264
55N,03/19/2015,W,673
56,03/19/2015,W,9165
57,03/19/2015,W,5333
59,03/19/2015,W,3902
6,03/19/2015,W,12025
60,03/19/2015,W,11921
62,03/19/2015,W,11496
