route,date,daytype,rides
70,03/02/2015,W,9740
71,03/02/2015,W,9084
72,03/02/2015,W,16171
73,03/02/2015,W,5239
74,03/02/2015,W,13174
75,03/02/2015,W,7771
76,03/02/2015,W,12457
77,03/02/2015,W,22946
78,03/02/2015,W,9313
79,03/02/2015,W,27401
8,03/02/2015,W,24554
80,03/02/2015,W,12914
81,03/02/2015,W,12025
81W,03/02/2015,W,1735
82,03/02/2015,W,20314
84,03/02/2015,W,4184
85,03/02/2015,W,10786
85A,03/02/2015,W,839
86,03/02/2015,W,3259
87,03/02/2015,W,13606
88,03/02/2015,W,1204
8A,03/02/2015,W,3235
9,03/02/2015,W,28802
90,03/02/2015,W,4912
91,03/02/2015,W,7269
92,03/02/2015,W,7618
93,03/02/2015,W,3837
94,03/02/2015,W,9240
95E,03/02/2015,W,3902
95W,03/02/2015,W,2154
96,03/02/2015,W,961
97,03/02/2015,W,3201
J14,03/02/2015,W,11830
X98,03/02/2015,W,29
1,03/03/2015,W,2779
100,03/03/2015,W,667
1001,03/03/2015,W,244
103,03/03/2015,W,2742
106,03/03/2015,W,1995
108,03/03/2015,W,1221
11,03/03/2015,W,1664
111,03/03/2015,W,3955
111A,03/03/2015,W,222
112,03/03/2015,W,2009
115,03/03/2015,W,4254
119,03/03/2015,W,4232
12,03/03/2015,W,14615
120,03/03/2015,W,1304
121,03/03/2015,W,1763
124,03/03/2015,W,711
125,03/03/2015,W,2004
126,03/03/2015,W,6763
132,03/03/2015,W,366
134,03/03/2015,W,3193
135,03/03/2015,W,3938
136,03/03/2015,W,2166
143,03/03/2015,W,2289
146,03/03/2015,W,13015
147,03/03/2015,W,12747
148,03/03/2015,W,2653
15,03/03/2015,W,7593
151,03/03/2015,W,16473
152,03/03/2015,W,9173
155,03/03/2015,W,6905
156,03/03/2015,W,8433
157,03/03/2015,W,7410
165,03/03/2015,W,98
169,03/03/2015,W,283
170,03/03/2015,W,445
171,03/03/2015,W,1687
172,03/03/2015,W,3057
18,03/03/2015,W,3081
19,03/03/2015,W,367
192,03/03/2015,W,882
2,03/03/2015,W,3468
20,03/03/2015,W,21091
201,03/03/2015,W,2117
205,03/03/2015,W,900
206,03/03/2015,W,534
21,03/03/2015,W,10063
22,03/03/2015,W,19106
24,03/03/2015,W,2824
26,03/03/2015,W,3450
28,03/03/2015,W,7304
29,03/03/2015,W,13393
3,03/03/2015,W,20612
30,03/03/2015,W,3545
34,03/03/2015,W,5519
35,03/03/2015,W,5591
36,03/03/2015,W,13712
37,03/03/2015,W,1878
39,03/03/2015,W,2027
4,03/03/2015,W,22772
43,03/03/2015,W,1936
44,03/03/2015,W,3984
47,03/03/2015,W,10205
48,03/03/2015,W,1113
49,03/03/2015,W,23169
49B,03/03/2015,W,5431
5,03/03/2015,W,457
50,03/03/2015,W,10030
51,03/03/2015,W,1508
52,03/03/2015,W,12730
52A,03/03/2015,W,4600
53,03/03/2015,W,20593
53A,03/03/2015,W,7688
54,03/03/2015,W,11714
54A,03/03/2015,W,842
54B,03/03/2015,W,3463
55,03/03/2015,W,10792
55A,03/03/2015,W,263
55N,03/03/2015,W,593
56,03/03/2015,W,10364
57,03/03/2015,W,4323
59,03/03/2015,W,4029
6,03/03/2015,W,10564
60,03/03/2015,W,12043
62,03/03/2015,W,10206
62H,03/03/2015,W,857
63,03/03/2015,W,17033
63W,03/03/2015,W,1367
65,03/03/2015,W,8201
66,03/03/2015,W,25272
67,03/03/2015,W,13251
68,03/03/2015,W,1088
7,03/03/2015,W,6698
70,03/03/2015,W,9941
71,03/03/2015,W,9198
72,03/03/2015,W,16714
73,03/03/2015,W,4405
74,03/03/2015,W,12966
75,03/03/2015,W,7624
76,03/03/2015,W,12640
77,03/03/2015,W,22542
78,03/03/2015,W,9297
79,03/03/2015,W,27872
8,03/03/2015,W,25578
80,03/03/2015,W,12640
81,03/03/2015,W,11582
81W,03/03/2015,W,1690
82,03/03/2015,W,19599
84,03/03/2015,W,4192
85,03/03/2015,W,10744
85A,03/03/2015,W,840
86,03/03/2015,W,2667
87,03/03/2015,W,13438
88,03/03/2015,W,1133
8A,03/03/2015,W,3029
9,03/03/2015,W,28623
90,03/03/2015,W,4984
91,03/03/2015,W,7356
92,03/03/2015,W,6753
93,03/03/2015,W,3308
94,03/03/2015,W,9558
95E,03/03/2015,W,3882
95W,03/03/2015,W,2396
96,03/03/2015,W,958
97,03/03/2015,W,3614
J14,03/03/2015,W,11865
X98,03/03/2015,W,19
1,03/04/2015,W,2506
100,03/04/2015,W,754
1001,03/04/2015,W,4
103,03/04/2015,W,3207
106,03/04/2015,W,2105
108,03/04/2015,W,1349
11,03/04/2015,W,1783
111,03/04/2015,W,4397
111A,03/04/2015,W,237
112,03/04/2015,W,2585
115,03/04/2015,W,4506
119,03/04/2015,W,4723
12,03/04/2015,W,14688
120,03/04/2015,W,1296
121,03/04/2015,W,1640
124,03/04/2015,W,931
125,03/04/2015,W,1783
126,03/04/2015,W,6880
132,03/04/2015,W,294
134,03/04/2015,W,3454
135,03/04/2015,W,3902
136,03/04/2015,W,2857
143,03/04/2015,W,2032
146,03/04/2015,W,12338
147,03/04/2015,W,11796
148,03/04/2015,W,2631
15,03/04/2015,W,7885
151,03/04/2015,W,16459
152,03/04/2015,W,11498
155,03/04/2015,W,6098
156,03/04/2015,W,8656
157,03/04/2015,W,6872
165,03/04/2015,W,87
169,03/04/2015,W,163
170,03/04/2015,W,539
171,03/04/2015,W,2137
172,03/04/2015,W,3846
18,03/04/2015,W,3495
192,03/04/2015,W,869
2,03/04/2015,W,3603
20,03/04/2015,W,19425
201,03/04/2015,W,2067
205,03/04/2015,W,957
206,03/04/2015,W,1177
21,03/04/2015,W,9933
22,03/04/2015,W,18873
24,03/04/2015,W,3193
26,03/04/2015,W,3665
28,03/04/2015,W,7526
29,03/04/2015,W,14151
3,03/04/2015,W,20667
30,03/04/2015,W,4052
34,03/04/2015,W,5402
35,03/04/2015,W,5559
36,03/04/2015,W,13525
37,03/04/2015,W,2074
39,03/04/2015,W,2185
4,03/04/2015,W,23665
43,03/04/2015,W,1876
44,03/04/2015,W,4547
47,03/04/2015,W,10266
48,03/04/2015,W,1338
49,03/04/2015,W,24473
49B,03/04/2015,W,5387
5,03/04/2015,W,435
50,03/04/2015,W,10750
51,03/04/2015,W,1771
52,03/04/2015,W,13369
52A,03/04/2015,W,4639
53,03/04/2015,W,20706
53A,03/04/2015,W,9071
54,03/04/2015,W,11180
54A,03/04/2015,W,805
54B,03/04/2015,W,3295
55,03/04/2015,W,11220
55A,03/04/2015,W,346
55N,03/04/2015,W,613
56,03/04/2015,W,10166
57,03/04/2015,W,4611
59,03/04/2015,W,4233
6,03/04/2015,W,10627
60,03/04/2015,W,11390
62,03/04/2015,W,10830
62H,03/04/2015,W,1020
63,03/04/2015,W,17807
63W,03/04/2015,W,1363
65,03/04/2015,W,8480
66,03/04/2015,W,24672
67,03/04/2015,W,12902
68,03/04/2015,W,1424
7,03/04/2015,W,7142
70,03/04/2015,W,10375
71,03/04/2015,W,9278
72,03/04/2015,W,15507
73,03/04/2015,W,4933
74,03/04/2015,W,13104
75,03/04/2015,W,7666
76,03/04/2015,W,12539
77,03/04/2015,W,24034
78,03/04/2015,W,9330
79,03/04/2015,W,28258
8,03/04/2015,W,25137
80,03/04/2015,W,13291
81,03/04/2015,W,12254
81W,03/04/2015,W,1829
82,03/04/2015,W,21033
84,03/04/2015,W,4223
85,03/04/2015,W,11236
85A,03/04/2015,W,849
86,03/04/2015,W,3410
87,03/04/2015,W,13843
88,03/04/2015,W,1189
8A,03/04/2015,W,3321
9,03/04/2015,W,29147
90,03/04/2015,W,4840
91,03/04/2015,W,7525
92,03/04/2015,W,7262
93,03/04/2015,W,3465
94,03/04/2015,W,10157
95E,03/04/2015,W,4071
95W,03/04/2015,W,2602
96,03/04/2015,W,946
97,03/04/2015,W,3217
J14,03/04/2015,W,12029
X98,03/04/2015,W,10
1,03/05/2015,W,2427
100,03/05/2015,W,730
1001,03/05/2015,W,2
103,03/05/2015,W,3049
106,03/05/2015,W,1901
108,03/05/2015,W,1249
11,03/05/2015,W,1752
111,03/05/2015,W,4495
111A,03/05/2015,W,208
112,03/05/2015,W,2910
115,03/05/2015,W,4341
119,03/05/2015,W,4745
12,03/05/2015,W,14056
120,03/05/2015,W,1228
121,03/05/2015,W,1657
124,03/05/2015,W,852
125,03/05/2015,W,1826
126,03/05/2015,W,6562
132,03/05/2015,W,291
134,03/05/2015,W,3389
135,03/05/2015,W,3813
136,03/05/2015,W,2083
143,03/05/2015,W,2204
146,03/05/2015,W,13556
147,03/05/2015,W,13036
148,03/05/2015,W,2746
15,03/05/2015,W,7719
151,03/05/2015,W,16566
152,03/05/2015,W,11101
155,03/05/2015,W,6923
156,03/05/2015,W,7894
157,03/05/2015,W,7200
165,03/05/2015,W,114
169,03/05/2015,W,240
170,03/05/2015,W,459
171,03/05/2015,W,2237
172,03/05/2015,W,3266
18,03/05/2015,W,3488
19,03/05/2015,W,418
192,03/05/2015,W,908
2,03/05/2015,W,3706
20,03/05/2015,W,19089
201,03/05/2015,W,1838
205,03/05/2015,W,858
206,03/05/2015,W,1001
21,03/05/2015,W,9059
22,03/05/2015,W,19130
24,03/05/2015,W,3226
26,03/05/2015,W,3225
28,03/05/2015,W,7533
29,03/05/2015,W,13415
3,03/05/2015,W,20674
30,03/05/2015,W,4014
34,03/05/2015,W,5267
35,03/05/2015,W,5566
36,03/05/2015,W,13657
37,03/05/2015,W,1925
39,03/05/2015,W,2146
4,03/05/2015,W,22915
43,03/05/2015,W,1824
44,03/05/2015,W,4377
47,03/05/2015,W,10152
48,03/05/2015,W,1250
49,03/05/2015,W,23852
49B,03/05/2015,W,5059
5,03/05/2015,W,410
50,03/05/2015,W,10081
51,03/05/2015,W,1435
52,03/05/2015,W,12856
52A,03/05/2015,W,4487
53,03/05/2015,W,19709
53A,03/05/2015,W,8625
54,03/05/2015,W,10826
54A,03/05/2015,W,877
54B,03/05/2015,W,3026
55,03/05/2015,W,10698
55A,03/05/2015,W,280
55N,03/05/2015,W,584
56,03/05/2015,W,10143
57,03/05/2015,W,4482
59,03/05/2015,W,4009
6,03/05/2015,W,10972
60,03/05/2015,W,11561
62,03/05/2015,W,11176
62H,03/05/2015,W,849
63,03/05/2015,W,17487
63W,03/05/2015,W,1353
65,03/05/2015,W,8430
66,03/05/2015,W,25076
67,03/05/2015,W,12294
68,03/05/2015,W,1314
7,03/05/2015,W,6772
70,03/05/2015,W,10049
71,03/05/2015,W,8957
72,03/05/2015,W,15726
73,03/05/2015,W,4806
74,03/05/2015,W,13052
75,03/05/2015,W,7522
76,03/05/2015,W,12372
77,03/05/2015,W,23026
78,03/05/2015,W,9145
79,03/05/2015,W,27690
8,03/05/2015,W,24650
80,03/05/2015,W,12626
81,03/05/2015,W,12216
81W,03/05/2015,W,1738
82,03/05/2015,W,20150
84,03/05/2015,W,4228
85,03/05/2015,W,10545
85A,03/05/2015,W,904
86,03/05/2015,W,3198
87,03/05/2015,W,13227
88,03/05/2015,W,1163
8A,03/05/2015,W,3259
9,03/05/2015,W,28421
90,03/05/2015,W,4648
91,03/05/2015,W,7197
92,03/05/2015,W,7355
93,03/05/2015,W,3696
94,03/05/2015,W,9674
95E,03/05/2015,W,4204
95W,03/05/2015,W,2379
96,03/05/2015,W,877
97,03/05/2015,W,3042
J14,03/05/2015,W,11896
X98,03/05/2015,W,16
1,03/06/2015,W,2289
100,03/06/2015,W,783
1001,03/06/2015,W,10
103,03/06/2015,W,3036
106,03/06/2015,W,1660
108,03/06/2015,W,1319
11,03/06/2015,W,1811
111,03/06/2015,W,4289
111A,03/06/2015,W,249
112,03/06/2015,W,2448
115,03/06/2015,W,4235
119,03/06/2015,W,4668
12,03/06/2015,W,14809
120,03/06/2015,W,1096
121,03/06/2015,W,1362
124,03/06/2015,W,817
125,03/06/2015,W,1640
126,03/06/2015,W,6510
132,03/06/2015,W,210
134,03/06/2015,W,3156
135,03/06/2015,W,3540
136,03/06/2015,W,1835
143,03/06/2015,W,1780
146,03/06/2015,W,13244
147,03/06/2015,W,13132
148,03/06/2015,W,2621
15,03/06/2015,W,8297
151,03/06/2015,W,17338
152,03/06/2015,W,10968
155,03/06/2015,W,6764
156,03/06/2015,W,7474
157,03/06/2015,W,6858
165,03/06/2015,W,69
169,03/06/2015,W,240
170,03/06/2015,W,390
171,03/06/2015,W,1931
172,03/06/2015,W,2704
18,03/06/2015,W,3295
19,03/06/2015,W,282
192,03/06/2015,W,930
2,03/06/2015,W,3592
20,03/06/2015,W,19431
201,03/06/2015,W,2110
205,03/06/2015,W,905
206,03/06/2015,W,1079
21,03/06/2015,W,10077
22,03/06/2015,W,19720
24,03/06/2015,W,3104
26,03/06/2015,W,2963
28,03/06/2015,W,7236
29,03/06/2015,W,13447
3,03/06/2015,W,20858
30,03/06/2015,W,3877
34,03/06/2015,W,5323
35,03/06/2015,W,5701
36,03/06/2015,W,14289
37,03/06/2015,W,1913
39,03/06/2015,W,2121
4,03/06/2015,W,23176
43,03/06/2015,W,1862
44,03/06/2015,W,4110
47,03/06/2015,W,10706
48,03/06/2015,W,1172
49,03/06/2015,W,24309
49B,03/06/2015,W,4679
5,03/06/2015,W,478
50,03/06/2015,W,9524
51,03/06/2015,W,1595
52,03/06/2015,W,12617
52A,03/06/2015,W,4629
53,03/06/2015,W,20470
53A,03/06/2015,W,7880
54,03/06/2015,W,11360
54A,03/06/2015,W,812
54B,03/06/2015,W,3501
55,03/06/2015,W,10987
55A,03/06/2015,W,292
55N,03/06/2015,W,526
56,03/06/2015,W,10141
57,03/06/2015,W,4426
59,03/06/2015,W,3981
6,03/06/2015,W,10121
60,03/06/2015,W,11417
62,03/06/2015,W,11036
62H,03/06/2015,W,883
63,03/06/2015,W,17054
63W,03/06/2015,W,1305
65,03/06/2015,W,8187
66,03/06/2015,W,23814
67,03/06/2015,W,12799
68,03/06/2015,W,1395
7,03/06/2015,W,6585
70,03/06/2015,W,9901
71,03/06/2015,W,9106
72,03/06/2015,W,16639
73,03/06/2015,W,4474
74,03/06/2015,W,13630
75,03/06/2015,W,8252
76,03/06/2015,W,12577
77,03/06/2015,W,22835
78,03/06/2015,W,8060
79,03/06/2015,W,28809
8,03/06/2015,W,24571
80,03/06/2015,W,13469
81,03/06/2015,W,11893
81W,03/06/2015,W,1635
82,03/06/2015,W,20260
84,03/06/2015,W,3993
85,03/06/2015,W,11344
85A,03/06/2015,W,949
86,03/06/2015,W,2592
87,03/06/2015,W,13940
88,03/06/2015,W,1275
8A,03/06/2015,W,3460
9,03/06/2015,W,28699
90,03/06/2015,W,4934
91,03/06/2015,W,7178
92,03/06/2015,W,7147
93,03/06/2015,W,3635
94,03/06/2015,W,9450
95E,03/06/2015,W,4184
95W,03/06/2015,W,2460
96,03/06/2015,W,720
97,03/06/2015,W,2727
J14,03/06/2015,W,11097
X98,03/06/2015,W,6
10,03/07/2015,A,696
1001,03/07/2015,A,42
103,03/07/2015,A,1492
106,03/07/2015,A,679
11,03/07/2015,A,1149
111,03/07/2015,A,2556
111A,03/07/2015,A,201
112,03/07/2015,A,1324
115,03/07/2015,A,2453
119,03/07/2015,A,3683
12,03/07/2015,A,8918
124,03/07/2015,A,805
126,03/07/2015,A,3261
146,03/07/2015,A,12320
147,03/07/2015,A,13445
15,03/07/2015,A,5228
151,03/07/2015,A,18669
152,03/07/2015,A,4936
155,03/07/2015,A,5610
169,03/07/2015,A,7
171,03/07/2015,A,642
172,03/07/2015,A,473
18,03/07/2015,A,2164
20,03/07/2015,A,11237
201,03/07/2015,A,1151
21,03/07/2015,A,8295
22,03/07/2015,A,16295
28,03/07/2015,A,3933
29,03/07/2015,A,9426
3,03/07/2015,A,14502
30,03/07/2015,A,2288
34,03/07/2015,A,3561
35,03/07/2015,A,2952
36,03/07/2015,A,17095
39,03/07/2015,A,346
4,03/07/2015,A,15656
43,03/07/2015,A,927
44,03/07/2015,A,1994
47,03/07/2015,A,7728
49,03/07/2015,A,16727
49B,03/07/2015,A,3266
5,03/07/2015,A,412
50,03/07/2015,A,5869
51,03/07/2015,A,1179
52,03/07/2015,A,7818
52A,03/07/2015,A,2423
53,03/07/2015,A,13226
53A,03/07/2015,A,3823
54,03/07/2015,A,8599
54B,03/07/2015,A,3234
55,03/07/2015,A,7539
55N,03/07/2015,A,228
56,03/07/2015,A,6345
57,03/07/2015,A,2672
59,03/07/2015,A,2159
6,03/07/2015,A,10379
60,03/07/2015,A,6335
62,03/07/2015,A,6790
62H,03/07/2015,A,477
63,03/07/2015,A,12145
63W,03/07/2015,A,590
65,03/07/2015,A,5097
66,03/07/2015,A,15845
67,03/07/2015,A,9487
68,03/07/2015,A,661
70,03/07/2015,A,6804
71,03/07/2015,A,7036
72,03/07/2015,A,13469
73,03/07/2015,A,2004
74,03/07/2015,A,9799
75,03/07/2015,A,5590
76,03/07/2015,A,8173
77,03/07/2015,A,15030
78,03/07/2015,A,5457
79,03/07/2015,A,20692
8,03/07/2015,A,14630
80,03/07/2015,A,9226
81,03/07/2015,A,9767
81W,03/07/2015,A,1010
82,03/07/2015,A,12574
84,03/07/2015,A,2183
85,03/07/2015,A,7280
85A,03/07/2015,A,311
87,03/07/2015,A,10101
88,03/07/2015,A,625
8A,03/07/2015,A,2577
9,03/07/2015,A,21521
90,03/07/2015,A,3745
91,03/07/2015,A,4253
92,03/07/2015,A,4139
93,03/07/2015,A,1621
94,03/07/2015,A,4936
95E,03/07/2015,A,2774
95W,03/07/2015,A,2186
97,03/07/2015,A,2105
J14,03/07/2015,A,6247
10,03/08/2015,U,421
103,03/08/2015,U,1150
106,03/08/2015,U,364
11,03/08/2015,U,759
111,03/08/2015,U,1740
111A,03/08/2015,U,119
112,03/08/2015,U,690
115,03/08/2015,U,1748
119,03/08/2015,U,2654
12,03/08/2015,U,6661
124,03/08/2015,U,573
126,03/08/2015,U,2653
146,03/08/2015,U,8149
147,03/08/2015,U,8517
15,03/08/2015,U,4008
151,03/08/2015,U,11814
152,03/08/2015,U,3191
155,03/08/2015,U,4657
171,03/08/2015,U,625
172,03/08/2015,U,569
18,03/08/2015,U,1956
19,03/08/2015,U,307
20,03/08/2015,U,7675
21,03/08/2015,U,5379
22,03/08/2015,U,13005
28,03/08/2015,U,2499
29,03/08/2015,U,6729
3,03/08/2015,U,9150
30,03/08/2015,U,785
34,03/08/2015,U,2660
35,03/08/2015,U,2345
36,03/08/2015,U,11393
39,03/08/2015,U,233
4,03/08/2015,U,10824
43,03/08/2015,U,618
44,03/08/2015,U,1264
47,03/08/2015,U,5289
49,03/08/2015,U,11491
49B,03/08/2015,U,2866
5,03/08/2015,U,434
50,03/08/2015,U,3980
51,03/08/2015,U,771
52,03/08/2015,U,5255
52A,03/08/2015,U,1591
53,03/08/2015,U,9436
53A,03/08/2015,U,2226
54,03/08/2015,U,6025
54B,03/08/2015,U,2035
55,03/08/2015,U,5896
56,03/08/2015,U,4295
57,03/08/2015,U,1674
6,03/08/2015,U,7073
60,03/08/2015,U,4682
62,03/08/2015,U,4861
63,03/08/2015,U,8743
63W,03/08/2015,U,411
65,03/08/2015,U,3111
66,03/08/2015,U,10169
67,03/08/2015,U,6411
68,03/08/2015,U,384
70,03/08/2015,U,4647
71,03/08/2015,U,5047
72,03/08/2015,U,9189
73,03/08/2015,U,1434
74,03/08/2015,U,7102
75,03/08/2015,U,4016
76,03/08/2015,U,4556
77,03/08/2015,U,9946
78,03/08/2015,U,3778
79,03/08/2015,U,14884
8,03/08/2015,U,9652
80,03/08/2015,U,6575
81,03/08/2015,U,7386
81W,03/08/2015,U,606
82,03/08/2015,U,8628
84,03/08/2015,U,1276
85,03/08/2015,U,4902
87,03/08/2015,U,6851
88,03/08/2015,U,401
8A,03/08/2015,U,1731
9,03/08/2015,U,14876
90,03/08/2015,U,2302
91,03/08/2015,U,2907
92,03/08/2015,U,2579
94,03/08/2015,U,3485
95E,03/08/2015,U,1972
95W,03/08/2015,U,1991
97,03/08/2015,U,1458
J14,03/08/2015,U,4009
1,03/09/2015,W,1886
100,03/09/2015,W,841
1001,03/09/2015,W,31
103,03/09/2015,W,3110
106,03/09/2015,W,2158
108,03/09/2015,W,1485
11,03/09/2015,W,1797
111,03/09/2015,W,4560
111A,03/09/2015,W,267
112,03/09/2015,W,2484
115,03/09/2015,W,4449
119,03/09/2015,W,5216
12,03/09/2015,W,14835
120,03/09/2015,W,1131
121,03/09/2015,W,1633
124,03/09/2015,W,897
125,03/09/2015,W,1634
126,03/09/2015,W,7107
132,03/09/2015,W,293
134,03/09/2015,W,3681
135,03/09/2015,W,3714
136,03/09/2015,W,2144
143,03/09/2015,W,1962
146,03/09/2015,W,14188
147,03/09/2015,W,14071
148,03/09/2015,W,2826
15,03/09/2015,W,8327
151,03/09/2015,W,17083
152,03/09/2015,W,11342
155,03/09/2015,W,7276
156,03/09/2015,W,7802
157,03/09/2015,W,6396
165,03/09/2015,W,105
169,03/09/2015,W,177
170,03/09/2015,W,372
171,03/09/2015,W,1863
172,03/09/2015,W,2623
18,03/09/2015,W,3492
19,03/09/2015,W,535
192,03/09/2015,W,949
2,03/09/2015,W,3593
20,03/09/2015,W,19909
201,03/09/2015,W,1891
205,03/09/2015,W,939
206,03/09/2015,W,1117
21,03/09/2015,W,9935
22,03/09/2015,W,18836
24,03/09/2015,W,3465
26,03/09/2015,W,3294
28,03/09/2015,W,7967
29,03/09/2015,W,13658
3,03/09/2015,W,21354
30,03/09/2015,W,3981
34,03/09/2015,W,5516
35,03/09/2015,W,5693
36,03/09/2015,W,13861
37,03/09/2015,W,1964
39,03/09/2015,W,2116
4,03/09/2015,W,23175
43,03/09/2015,W,1922
44,03/09/2015,W,4453
47,03/09/2015,W,10227
48,03/09/2015,W,1332
49,03/09/2015,W,24780
49B,03/09/2015,W,5425
5,03/09/2015,W,430
50,03/09/2015,W,10691
51,03/09/2015,W,1636
52,03/09/2015,W,13028
52A,03/09/2015,W,5118
53,03/09/2015,W,21674
53A,03/09/2015,W,8721
54,03/09/2015,W,11450
54A,03/09/2015,W,868
54B,03/09/2015,W,3406
55,03/09/2015,W,11803
55A,03/09/2015,W,345
55N,03/09/2015,W,595
56,03/09/2015,W,10517
57,03/09/2015,W,5322
59,03/09/2015,W,3960
6,03/09/2015,W,10661
60,03/09/2015,W,12072
62,03/09/2015,W,11887
62H,03/09/2015,W,910
63,03/09/2015,W,18151
63W,03/09/2015,W,1348
65,03/09/2015,W,8637
66,03/09/2015,W,24002
67,03/09/2015,W,12983
68,03/09/2015,W,1368
7,03/09/2015,W,6770
70,03/09/2015,W,9962
71,03/09/2015,W,9067
72,03/09/2015,W,16078
73,03/09/2015,W,4515
74,03/09/2015,W,13128
75,03/09/2015,W,8111
76,03/09/2015,W,12678
77,03/09/2015,W,22888
78,03/09/2015,W,9361
79,03/09/2015,W,29049
8,03/09/2015,W,24088
80,03/09/2015,W,13133
81,03/09/2015,W,12324
81W,03/09/2015,W,1675
82,03/09/2015,W,20933
84,03/09/2015,W,4465
85,03/09/2015,W,11429
85A,03/09/2015,W,895
86,03/09/2015,W,3453
87,03/09/2015,W,14475
88,03/09/2015,W,1200
8A,03/09/2015,W,3731
9,03/09/2015,W,29653
90,03/09/2015,W,4746
91,03/09/2015,W,7607
92,03/09/2015,W,7213
93,03/09/2015,W,3892
94,03/09/2015,W,10314
95E,03/09/2015,W,4280
95W,03/09/2015,W,2604
96,03/09/2015,W,1032
97,03/09/2015,W,3338
J14,03/09/2015,W,12354
X98,03/09/2015,W,3
1,03/10/2015,W,2348
100,03/10/2015,W,803
1001,03/10/2015,W,3
103,03/10/2015,W,3076
106,03/10/2015,W,2127
108,03/10/2015,W,1513
11,03/10/2015,W,1763
111,03/10/2015,W,4649
111A,03/10/2015,W,220
112,03/10/2015,W,2798
115,03/10/2015,W,4569
119,03/10/2015,W,5091
12,03/10/2015,W,15265
120,03/10/2015,W,1067
121,03/10/2015,W,1636
124,03/10/2015,W,876
125,03/10/2015,W,1617
126,03/10/2015,W,7221
132,03/10/2015,W,301
134,03/10/2015,W,3551
135,03/10/2015,W,3865
136,03/10/2015,W,2181
143,03/10/2015,W,2044
146,03/10/2015,W,14964
147,03/10/2015,W,14334
148,03/10/2015,W,2674
15,03/10/2015,W,8064
151,03/10/2015,W,17062
152,03/10/2015,W,11357
155,03/10/2015,W,7349
156,03/10/2015,W,7932
157,03/10/2015,W,6853
165,03/10/2015,W,136
169,03/10/2015,W,121
170,03/10/2015,W,454
171,03/10/2015,W,1514
172,03/10/2015,W,2752
18,03/10/2015,W,3371
192,03/10/2015,W,892
2,03/10/2015,W,3727
20,03/10/2015,W,20033
201,03/10/2015,W,2123
205,03/10/2015,W,994
206,03/10/2015,W,1134
21,03/10/2015,W,10397
22,03/10/2015,W,19288
24,03/10/2015,W,3320
26,03/10/2015,W,3501
28,03/10/2015,W,7691
29,03/10/2015,W,14125
3,03/10/2015,W,21987
30,03/10/2015,W,4063
34,03/10/2015,W,5841
35,03/10/2015,W,5737
36,03/10/2015,W,13752
37,03/10/2015,W,1885
39,03/10/2015,W,2174
4,03/10/2015,W,23697
43,03/10/2015,W,1902
44,03/10/2015,W,4465
47,03/10/2015,W,10776
48,03/10/2015,W,1333
49,03/10/2015,W,25288
49B,03/10/2015,W,5751
5,03/10/2015,W,484
50,03/10/2015,W,10493
51,03/10/2015,W,1816
52,03/10/2015,W,13589
52A,03/10/2015,W,5020
53,03/10/2015,W,22658
53A,03/10/2015,W,9307
54,03/10/2015,W,11396
54A,03/10/2015,W,951
54B,03/10/2015,W,3429
55,03/10/2015,W,11440
55A,03/10/2015,W,254
55N,03/10/2015,W,627
56,03/10/2015,W,10264
57,03/10/2015,W,5607
59,03/10/2015,W,4356
6,03/10/2015,W,11186
60,03/10/2015,W,11585
62,03/10/2015,W,11315
62H,03/10/2015,W,991
63,03/10/2015,W,18325
63W,03/10/2015,W,1475
65,03/10/2015,W,8900
66,03/10/2015,W,25472
67,03/10/2015,W,13655
68,03/10/2015,W,1336
7,03/10/2015,W,6591
70,03/10/2015,W,10263
71,03/10/2015,W,9449
72,03/10/2015,W,16427
73,03/10/2015,W,4617
74,03/10/2015,W,13632
75,03/10/2015,W,7981
76,03/10/2015,W,13009
77,03/10/2015,W,23582
78,03/10/2015,W,9610
79,03/10/2015,W,29142
8,03/10/2015,W,25424
80,03/10/2015,W,13703
81,03/10/2015,W,12734
81W,03/10/2015,W,1627
82,03/10/2015,W,21728
84,03/10/2015,W,4365
85,03/10/2015,W,11747
85A,03/10/2015,W,832
86,03/10/2015,W,3401
87,03/10/2015,W,14481
88,03/10/2015,W,1449
8A,03/10/2015,W,3620
9,03/10/2015,W,29483
90,03/10/2015,W,5099
91,03/10/2015,W,7690
92,03/10/2015,W,7665
93,03/10/2015,W,3867
94,03/10/2015,W,10989
95E,03/10/2015,W,4237
95W,03/10/2015,W,2599
96,03/10/2015,W,919
97,03/10/2015,W,2875
J14,03/10/2015,W,12478
X98,03/10/2015,W,28
1,03/11/2015,W,2179
100,03/11/2015,W,792
1001,03/11/2015,W,23
103,03/11/2015,W,3279
106,03/11/2015,W,2177
108,03/11/2015,W,1447
11,03/11/2015,W,1916
111,03/11/2015,W,4636
111A,03/11/2015,W,163
112,03/11/2015,W,2671
115,03/11/2015,W,4467
119,03/11/2015,W,4881
12,03/11/2015,W,15256
120,03/11/2015,W,974
121,03/11/2015,W,1590
124,03/11/2015,W,859
125,03/11/2015,W,1632
126,03/11/2015,W,6704
132,03/11/2015,W,302
134,03/11/2015,W,3224
135,03/11/2015,W,3888
136,03/11/2015,W,2140
143,03/11/2015,W,2056
146,03/11/2015,W,14682
147,03/11/2015,W,13902
148,03/11/2015,W,2669
15,03/11/2015,W,8232
